"ADDRESS_KEY"|"ADDRESS_ID"|     "ADDRESS_COMMENT"       |"ADDRESS_LINE_1"                                           |"ADDRESS_LINE_2"|"ADDRESS_LINE_3"|"ADDRESS_LINE_4"|"APARTMENT"|"BARRIO"|"BLOCK"|"POSTAL_STREET_NAME"|"POSTAL_STREET_NUMBER"|"POSTAL_TOWN"|"STREET"|"STREET_NUMBER"
2094181|2094181|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, RANCAGUA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
2091307|2091307|"No comments"|"AVENIDA DIEGO PORTALES, 1140, LOS ALAMOS, Biobío"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA DIEGO PORTALES"|"1140"|""|"AVENIDA DIEGO PORTALES"|"1140"
2079673|2079673|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, PUERTO MONTT, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1465"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1465"
2068534|2068534|"No comments"|"LOS CIRUELOS, 590, COQUIMBO, Coquimbo"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"LOS CIRUELOS"|"590"|""|"LOS CIRUELOS"|"590"
2022652|2022652|"No comments"|"AVENIDA PROVIDENCIA, 119, 33200379, PROVIDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"33200379"|"AVENIDA PROVIDENCIA"|"119"|""|"AVENIDA PROVIDENCIA"|"119"
2181085|2181085|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1449, 34100359, RANCAGUA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"
2109523|2109523|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1465, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1465"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1465"
2259715|2259715|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"
2231548|2231548|"No comments"|"LOS BOLDOS, 182, LA FLORIDA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"LOS BOLDOS"|"182"|""|"LOS BOLDOS"|"182"
2204650|2204650|"No comments"|"AVENIDA DEL MAR, 4000, LA SERENA, Coquimbo"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA DEL MAR"|"4000"|""|"AVENIDA DEL MAR"|"4000"
2312860|2312860|"No comments"|"LOS OLIVOS, 121, CURANILAHUE, Biobío"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"LOS OLIVOS"|"121"|""|"LOS OLIVOS"|"121"
2346274|2346274|"No comments"|"LAS GUITARRAS, 7553, LA FLORIDA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"LAS GUITARRAS"|"7553"|""|"LAS GUITARRAS"|"7553"
2330806|2330806|"No comments"|"PASAJE DOS, 1061, 10100406, MOLINA, Maule"|""|"Metropolitana de Santiago"|"Chile"|""|""|"10100406"|"PASAJE DOS"|"1061"|""|"PASAJE DOS"|"1061"
2332834|2332834|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
2390809|2390809|"No comments"|"EL ARPA, 1105, 11300549, BUIN, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"11300549"|"EL ARPA"|"1105"|""|"EL ARPA"|"1105"
2448616|2448616|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
2380738|2380738|"No comments"|"SOL DE SEPTIEMBRE, 0328, 1700996, RANCAGUA, Lib. Gral. Bernardo O'Higgins"|""|"Metropolitana de Santiago"|"Chile"|""|""|"1700996"|"SOL DE SEPTIEMBRE"|"0328"|""|"SOL DE SEPTIEMBRE"|"0328"
2382316|2382316|""|"AVENIDA IGNACIO COLLAO, 171, CONCEPCION, Biobío"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA IGNACIO COLLAO"|"171"|""|"AVENIDA IGNACIO COLLAO"|"171"
2362846|2362846|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"
2537257|2537257|"No comments"|"VALDIVIA, 491, LOS ANGELES, Biobío"|""|"Biobío 4441123"|"Chile"|""|""|""|"VALDIVIA"|"491"|""|"VALDIVIA"|"491"
2504713|2504713|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1449, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"
2564662|2564662|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"
2619391|2619391|"No comments"|"AVENIDA LOS PAJARITOS, 1414, MAIPU, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA LOS PAJARITOS"|"1414"|""|"AVENIDA LOS PAJARITOS"|"1414"
2544049|2544049|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, RECOLETA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
182954|182954|"No comments"|"ARTURO PRAT, 1033, LONCOCHE, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"ARTURO PRAT"|"1033"|""|"ARTURO PRAT"|"1033"
169997|169997|"No comments"|"AVENIDA CARLOS VALDOVINOS, 1937, PEDRO AGUIRRE CERDA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA CARLOS VALDOVINOS"|"1937"|""|"AVENIDA CARLOS VALDOVINOS"|"1937"
170000|170000|"No comments"|"VICTOR MENCHACA, 0.234, 34100359, PUNTA ARENAS, Magallanes y de la Antártica Chilena"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"VICTOR MENCHACA"|"0.234"|""|"VICTOR MENCHACA"|"0.234"
219713|219713|""|"DINAMARCA, SN, CARAHUE, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"DINAMARCA"|"SN"|""|"DINAMARCA"|"SN"
219719|219719|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"
219722|219722|""|"AVENIDA NUEVA LIBERTAD, 1410, 34100359, VINA DEL MAR, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA NUEVA LIBERTAD"|"1410"|""|"AVENIDA NUEVA LIBERTAD"|"1410"
219575|219575|""|"ABEL FUENZALIDA ABARCA, 506, PROVIDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago 9580360"|"Chile"|""|""|""|"ABEL FUENZALIDA ABARCA"|"506"|""|"ABEL FUENZALIDA ABARCA"|"506"
219578|219578|""|"JORGE PRIETO LETELIER, 6818, 33101253, PENALOLEN, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"33101253"|"JORGE PRIETO LETELIER"|"6818"|""|"JORGE PRIETO LETELIER"|"6818"
219581|219581|"No comments"|"SAN MARTIN, 668, PAILLACO, Los Ríos"|""|"Los Ríos"|"Chile"|""|""|""|"SAN MARTIN"|"668"|""|"SAN MARTIN"|"668"
219587|219587|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, ANTOFAGASTA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
200402|200402|"No comments"|"MAIPU, 1257, 34100020, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100020"|"MAIPU"|"1257"|""|"MAIPU"|"1257"
200249|200249|"No comments"|"LOS CASTANOS, 1051, 29700010, LOTA, Biobío"|""|"Metropolitana de Santiago"|"Chile"|""|""|"29700010"|"LOS CASTANOS"|"1051"|""|"LOS CASTANOS"|"1051"
100001|100001|"CASILLA"|"AVENIDA PRESIDENTE SALVADOR ALLENDE GOSSENS, 1141, 602959, TALAGANTE, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"602959"|"AVENIDA PRESIDENTE SALVADOR ALLENDE GOSSENS"|"1141"|""|"AVENIDA PRESIDENTE SALVADOR ALLENDE GOSSENS"|"1141"
100004|100004|""|"PASAJE NICOLO OLIVARI DALLA VENEZIA, 624, RENGO, Lib. Gral. Bernardo O'Higgins"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE NICOLO OLIVARI DALLA VENEZIA"|"624"|""|"PASAJE NICOLO OLIVARI DALLA VENEZIA"|"624"
100013|100013|"PISO 2 CONDOMINIO REMODELACION BALMACEDA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1449, 22, 34100359, ABarrio, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|"22"|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1449"
100019|100019|"CASILLA"|"PASAJE LAUTARO, 3167, TOCOPILLA, Antofagasta"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE LAUTARO"|"3167"|""|"PASAJE LAUTARO"|"3167"
100088|100088|""|"AVENIDA MANUEL RODRIGUEZ, 90, 32300205, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"32300205"|"AVENIDA MANUEL RODRIGUEZ"|"90"|""|"AVENIDA MANUEL RODRIGUEZ"|"90"
100091|100091|"CASILLA"|"SAN DIEGO, 795, TUCAPEL, Biobío"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"SAN DIEGO"|"795"|""|"SAN DIEGO"|"795"
100094|100094|""|"DIAGONAL DE LOS LAGOS, 7279, 629, 33301347, 7284, PUDAHUEL, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|"629"|""|"33301347"|"DIAGONAL DE LOS LAGOS"|"7279"|""|"DIAGONAL DE LOS LAGOS"|"7279"
100097|100097|"PARADERO 6 SANTA JULIA"|"PASAJE LOS ALELIES, 358, 34100359, VINA DEL MAR, Valparaíso"|""|"Metropolitana de Santiago "|"Chile"|""|""|"34100359"|"PASAJE LOS ALELIES"|"358"|""|"PASAJE LOS ALELIES"|"358"
100100|100100|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1493, 34100359, ABarrio, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1493"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1493"
100106|100106|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, COINCO, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"
100109|100109|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, ABarrio, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
100118|100118|"PISO 2 CONDOMINIO REMODELACION BALMACEDA"|"PASAJE CUATRO, 5520, PEDRO AGUIRRE CERDA, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE CUATRO"|"5520"|""|"PASAJE CUATRO"|"5520"
100121|100121|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1479, 34100359, NUNOA, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1479"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1479"
293846|293846|""|"ALBERTO BLEST GANA, 21, ARAUCO, Biobío"|""|"Biobío"|"Chile"|""|""|""|"ALBERTO BLEST GANA"|"21"|""|"ALBERTO BLEST GANA"|"21"
246170|246170|""|"GUAYACAN, 4553, 33600499, RENCA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"33600499"|"GUAYACAN"|"4553"|""|"GUAYACAN"|"4553"
357656|357656|"No comments"|"COLLICO, 0, VILLARRICA, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"COLLICO"|"0"|""|"COLLICO"|"0"
386858|386858|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, CURICO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
391550|391550|"No comments"|"sector rural 47, 47, VILCUN, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"sector rural 47"|"47"|""|"sector rural 47"|"47"
326495|326495|"No comments"|"GALVARINO VERA, 12, 32102208, PUERTO MONTT, Los Lagos"|""|"Metropolitana de Santiago"|"Chile"|""|""|"32102208"|"GALVARINO VERA"|"12"|""|"GALVARINO VERA"|"12"
446132|446132|"NATANIEL #1331"|"PASAJE JOSE JOAQUIN PEREZ, 237, COQUIMBO, Coquimbo"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"PASAJE JOSE JOAQUIN PEREZ"|"237"|""|"PASAJE JOSE JOAQUIN PEREZ"|"237"
497849|497849|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1483"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1483"
494012|494012|"No comments"|"OSCAR GRANADINO, 1550, 4900814, LOS ANDES, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|"4900814"|"OSCAR GRANADINO"|"1550"|""|"OSCAR GRANADINO"|"1550"
480266|480266|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"
538652|538652|"No comments"|"PASAJE LOS NIDOS, 6991, 33301299, PUDAHUEL, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"33301299"|"PASAJE LOS NIDOS"|"6991"|""|"PASAJE LOS NIDOS"|"6991"
518825|518825|"No comments"|"AVENIDA CENTENARIO, 323, SAN ANTONIO, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA CENTENARIO"|"323"|""|"AVENIDA CENTENARIO"|"323"
502727|502727|"No comments"|"FRAY ANTONIO DE MONTECINOS, 317, CHILLAN, Ñuble"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"FRAY ANTONIO DE MONTECINOS"|"317"|""|"FRAY ANTONIO DE MONTECINOS"|"317"
514421|514421|"No comments"|"ALEJANDRO RAMIREZ OLEA, 843, 34100359, LAMPA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"ALEJANDRO RAMIREZ OLEA"|"843"|""|"ALEJANDRO RAMIREZ OLEA"|"843"
624902|624902|"No comments"|"AVENIDA EL TRANQUE, 419, MAIPU, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"AVENIDA EL TRANQUE"|"419"|""|"AVENIDA EL TRANQUE"|"419"
634439|634439|"No comments"|"MARCELINO ARACENA, 968, COQUIMBO, Coquimbo"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"MARCELINO ARACENA"|"968"|""|"MARCELINO ARACENA"|"968"
657983|657983|"No comments"|"DOCORNAL , 963, SAN ESTEBAN, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"DOCORNAL "|"963"|""|"DOCORNAL "|"963"
670730|670730|"No comments"|"AVENIDA ALEMANIA, 0590, 1301007, TEMUCO, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|"1301007"|"AVENIDA ALEMANIA"|"0590"|""|"AVENIDA ALEMANIA"|"0590"
763838|763838|"No comments"|"PASAJE GERVASIO VALLE, 405, 34100359, CALLE LARGA, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"PASAJE GERVASIO VALLE"|"405"|""|"PASAJE GERVASIO VALLE"|"405"
758672|758672|""|"JOSE DE SAN MARTIN, 570, 901148, LANCO, Los Ríos"|""|"Metropolitana de Santiago"|"Chile"|""|""|"901148"|"JOSE DE SAN MARTIN"|"570"|""|"JOSE DE SAN MARTIN"|"570"
734366|734366|"No comments"|"VOLCAN PLANCHON, 226, LOS ANGELES, Biobío"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"VOLCAN PLANCHON"|"226"|""|"VOLCAN PLANCHON"|"226"
724910|724910|""|"PASAJE I, 1621, 34200411, PENALOLEN, Metropolitana de Santiago"|""|"Metropolitana de Santiago 7911446"|"Chile"|""|""|"34200411"|"PASAJE I"|"1621"|""|"PASAJE I"|"1621"
824597|824597|"No comments"|"PROFESORA EUDOSIA CARMONA ACEVEDO, 4329, LA SERENA, Coquimbo"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"PROFESORA EUDOSIA CARMONA ACEVEDO"|"4329"|""|"PROFESORA EUDOSIA CARMONA ACEVEDO"|"4329"
899114|899114|"No comments"|"CORONEL SANTIAGO BUERAS, 725, RANCAGUA, Lib. Gral. Bernardo O'Higgins"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"CORONEL SANTIAGO BUERAS"|"725"|""|"CORONEL SANTIAGO BUERAS"|"725"
897050|897050|"No comments"|"FRESIA, 960, NATALES, Magallanes y de la Antártica Chilena"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"FRESIA"|"960"|""|"FRESIA"|"960"
904229|904229|"No comments"|"SOTOMAYOR, 1825, 2100259, SANTIAGO, Antofagasta"|""|"Metropolitana de Santiago"|"Chile"|""|""|"2100259"|"SOTOMAYOR"|"1825"|""|"SOTOMAYOR"|"1825"
905261|905261|""|"MAMUIL MALAL, 1735, TRAIGUEN, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"MAMUIL MALAL"|"1735"|""|"MAMUIL MALAL"|"1735"
874994|874994|""|"RAMON FREIRE, 515, OSORNO, Los Lagos"|""|"Los Lagos"|"Chile"|""|""|""|"RAMON FREIRE"|"515"|""|"RAMON FREIRE"|"515"
1022012|1022012|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1409, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1409"
967166|967166|"No comments"|"CARRERA, 1425, TOCOPILLA, Antofagasta"|""|"Antofagasta"|"Chile"|""|""|""|"CARRERA"|"1425"|""|"CARRERA"|"1425"
1059428|1059428|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1439, 34100359, PUENTE ALTO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1439"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1439"
1094720|1094720|"No comments"|"ARGENTINA, 0424, 2400518, PUNTA ARENAS, Magallanes y de la Antártica Chilena"|""|"Metropolitana de Santiago"|"Chile"|""|""|"2400518"|"ARGENTINA"|"0424"|""|"ARGENTINA"|"0424"
1161575|1161575|"No comments"|"POZO LASTRE, SNV.0, TEODORO SCHMIDT, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"POZO LASTRE"|"SNV.0"|""|"POZO LASTRE"|"SNV.0"
1162286|1162286|"No comments"|"PASAJE REGIDOR JOSE GONZALEZ, 0.439, MELIPILLA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"PASAJE REGIDOR JOSE GONZALEZ"|"0.439"|""|"PASAJE REGIDOR JOSE GONZALEZ"|"0.439"
1157900|1157900|"No comments"|"CALLE UNO, 762, PUENTE ALTO, Metropolitana de Santiago"|""|"Metropolitana de Santiago 8180472"|"Chile"|""|""|""|"CALLE UNO"|"762"|""|"CALLE UNO"|"762"
1146083|1146083|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, CALERA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
1207019|1207019|""|"TAMBO QUEMADO, 3723, 1902074, ARICA, Arica y Parinacota"|""|"Metropolitana de Santiago"|"Chile"|""|""|"1902074"|"TAMBO QUEMADO"|"3723"|""|"TAMBO QUEMADO"|"3723"
1127789|1127789|"No comments"|"CAMINO DEL VALLE, 2619, 29600545, LAMPA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"29600545"|"CAMINO DEL VALLE"|"2619"|""|"CAMINO DEL VALLE"|"2619"
1127090|1127090|"No comments"|"PASAJE POCON CHILE, 1414, SAN ANTONIO, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"PASAJE POCON CHILE"|"1414"|""|"PASAJE POCON CHILE"|"1414"
1124243|1124243|"No comments"|"CHILE BARRIOS, 985, 31500715, VILLARRICA, La Araucanía"|""|"Metropolitana de Santiago"|"Chile"|""|""|"31500715"|"CHILE BARRIOS"|"985"|""|"CHILE BARRIOS"|"985"
1126268|1126268|"No comments"|"TEODORO SCHMIT, 1393, RANCAGUA, Lib. Gral. Bernardo O'Higgins"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"TEODORO SCHMIT"|"1393"|""|"TEODORO SCHMIT"|"1393"
1254809|1254809|"No comments"|"INGENIERO ROBERTO LLONA, 5550, MAIPU, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"INGENIERO ROBERTO LLONA"|"5550"|""|"INGENIERO ROBERTO LLONA"|"5550"
1339052|1339052|"No comments"|"SAN LUIS, 1761, INDEPENDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"SAN LUIS"|"1761"|""|"SAN LUIS"|"1761"
1337792|1337792|""|"ALFONSO NESPOLO ARATA, 0.131-2, ARICA, Arica y Parinacota"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"ALFONSO NESPOLO ARATA"|"0.131-2"|""|"ALFONSO NESPOLO ARATA"|"0.131-2"
1339364|1339364|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1493, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1493"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1493"
1326062|1326062|"PANAMERICANA SUR"|"ALBERTO EDWARDS, 101, FRESIA, Los Lagos"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"ALBERTO EDWARDS"|"101"|""|"ALBERTO EDWARDS"|"101"
1385441|1385441|""|"OBISPO FRANCISCO VALDES SUBERCASEAUX, 8372, PUDAHUEL, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"OBISPO FRANCISCO VALDES SUBERCASEAUX"|"8372"|""|"OBISPO FRANCISCO VALDES SUBERCASEAUX"|"8372"
1350272|1350272|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1483, 34100359, ARICA, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1483"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1483"
1308269|1308269|""|"OSORNO, 4340, ANTOFAGASTA, Antofagasta"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"OSORNO"|"4340"|""|"OSORNO"|"4340"
1413083|1413083|"No comments"|"PENABLANCA, 88-B, CABILDO, Valparaíso"|""|"Metropolitana de Santiago"|"Chile"|""|""|""|"PENABLANCA"|"88-B"|""|"PENABLANCA"|"88-B"
1415912|1415912|"No comments"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, SANTIAGO, Metropolitana de Santiago"|""|"Metropolitana de Santiago"|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
